stocks,std,rendimiento,riesgo,coeficiente_variacion,beta,alfa,Riesgo_sistematico,Riesgo_no_sistematico,sharpie,teynor
SPY,0.0161543684490317,0.1886452632820504,0.3623047071920227,1.9205608499712377,1.0,0.0,1.0,0.0,0.3117410871015514,0.1129452632820504
A,0.0187403842904305,0.3073082655739378,0.4203029950958789,1.3676918006448957,0.903504747820689,0.0005431205339076,0.6065740988380909,0.3934259011619091,0.5510507140714136,0.2563442706112964
AAL,0.0497217465291474,-0.2431943029652611,1.115142499947034,-4.585397298991521,1.3542989493267932,-0.0019788745429508,0.1936048802971424,0.8063951197028575,-0.2859673117833888,-0.2354681757109683
AAP,0.0240144201010981,0.1887227892312407,0.5385872849542499,2.853853989484665,0.9803626914521932,1.500798091405445e-05,0.4349199319689132,0.5650800680310868,0.2098504595050761,0.1152867099255094
AAPL,0.0236304388738359,0.4452822222482056,0.529975483969928,1.190201309394547,1.1704964166061105,0.0008907683236779,0.6402897799686549,0.3597102200313451,0.6973572050536144,0.3157482731299771
ABBV,0.0180182464578493,0.1969440359549793,0.4041071322361787,2.0518881431299403,0.7096198003160703,0.0002503080233896,0.404768187491952,0.595231812508048,0.3000294384413852,0.1708577408648634
ABC,0.0212819199079139,0.2107547393625375,0.4773036955946728,2.264735289172412,0.8693621183825381,0.0001855305303683,0.4354715466497584,0.5645284533502416,0.2829534751334218,0.1553492342337265
ABMD,0.0252147299136687,0.361970977460667,0.5655074271161162,1.562300466969251,0.6899711575597197,0.0009198856618483,0.1954038876939898,0.8045961123060101,0.5062196599619313,0.4149028177832043
ABT,0.0198577952388383,0.2337152452551126,0.4453639095942308,1.905583476628118,0.8130170188596452,0.0003188231574585,0.4374386828515482,0.5625613171484518,0.3548002921904463,0.1943566267244296
ACN,0.0204573924155055,0.3220807394080482,0.4588114721040862,1.4245231582221751,1.0595151543971146,0.0004849532704582,0.6999931046906223,0.3000068953093777,0.5369977744413378,0.2325410244351283
ADBE,0.0250953518743694,0.2716625148767215,0.5628300568611315,2.0717987430711218,1.1467967536231267,0.0002195426165019,0.5449620987048732,0.4550379012951268,0.3481735072387433,0.1708781562710291
ADI,0.0255658319700144,0.1834064658434623,0.5733818251849839,3.1262901367630422,1.2475370147887943,-0.0002060931855772,0.6213939032964589,0.378606096703541,0.1878442272018547,0.0863352867022521
ADM,0.0201913162578933,0.1744230349505515,0.4528440061100645,2.596239689548142,0.9537574494265924,-2.182059604660712e-05,0.5822729188610722,0.4177270811389277,0.2180067167026976,0.1035095820325227
ADP,0.0219069927353184,0.1758902617247538,0.4913226173755529,2.793347468800809,1.110474318337196,-0.0001333153112139,0.6705504804294661,0.3294495195705339,0.2039194984752172,0.0902229435389166
ADSK,0.0274273207671857,0.2114594431020299,0.6151306657991027,2.908977044370158,1.205296969252326,-6.315127379219368e-05,0.5039661020357483,0.4960338979642517,0.220700170955821,0.1126356794759425
AEE,0.0209104073791946,0.0702156682996116,0.4689715383605182,6.679015520573094,0.8587717804468792,-0.000364236350484,0.4401599362977538,0.5598400637022461,-0.0116943806857898,-0.0063862504861704
